Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00      36/3098        operator delete(void*) [633]
-----------------------------------------------
                0.00    0.00    1182/1182        chainCritNormal(spolyrec*, int, skStrategy*) [33]
[77]     0.0    0.00    0.00    1182         kMergeBintoL(skStrategy*) [77]
                0.00    0.00    7074/72715       posInL110(sLObject*, int, sLObject*, skStrategy*) [46]
                0.00    0.00      73/166         _omReallocSize [106]
                0.00    0.00      73/328         omDoRealloc [109]
                0.00    0.00    7074/72716       enterL(sLObject**, int*, int*, sLObject, int) [128]
                0.00    0.00      73/322         omReallocLarge [136]
-----------------------------------------------
                0.00    0.00       1/1           bba(sip_sideal*, sip_sideal*, intvec*, intvec*, skStrategy*, int) [12]
[78]     0.0    0.00    0.00       1         std::_Rb_tree<ray, ray, std::_Identity<ray>, std::less<ray>, std::allocator<ray> >::_M_erase(std::_Rb_tree_node<ray>*) [78]
                0.00    0.00       9/234         ray::~ray() [49]
                0.00    0.00       9/3098        operator delete(void*) [633]
-----------------------------------------------
                0.00    0.00       8/8208        p_Delete(spolyrec**, ip_sring*, ip_sring*) [98]
                0.00    0.00    1182/8208        posInT15(sTObject*, int, sLObject&) [87]
                0.00    0.00    7018/8208        ksCreateSpoly(sLObject*, spolyrec*, int, ip_sring*, spolyrec*, spolyrec*, sTObject**) [32]
[79]     0.0    0.00    0.00    8208         kBucketCreate(ip_sring*) [79]
                0.00    0.00    8208/6867709     omAllocBinFromFullPage [27]
-----------------------------------------------
                0.00    0.00    1182/8208        sLObject::GetP(omBin_s*) [35]
                0.00    0.00    1182/8208        sLObject::LmExtractAndIter() [30]
                0.00    0.00    5844/8208        ksReducePoly(sLObject*, sTObject*, spolyrec*, snumber**, skStrategy*) [14]
[80]     0.0    0.00    0.00    8208         kBucketDestroy(kBucket**) [80]
                0.00    0.00    8208/6876988     omFreeToPageFault [28]
-----------------------------------------------
                0.00    0.00       1/1           bba(sip_sideal*, sip_sideal*, intvec*, intvec*, skStrategy*, int) [12]
[81]     0.0    0.00    0.00       1         initBuchMora(sip_sideal*, sip_sideal*, skStrategy*) [81]
                0.00    0.00       1/1           initSL(sip_sideal*, sip_sideal*, skStrategy*) [82]
                0.00    0.00       1/6867709     omAllocBinFromFullPage [27]
                0.00    0.00       1/712016      p_Init(ip_sring*, omBin_s*) [88]
                0.00    0.00       2/12          omAllocLarge [145]
                0.00    0.00       1/4           omAlloc0Large [147]
                0.00    0.00       1/1           updateS(int, skStrategy*) [774]
-----------------------------------------------
                0.00    0.00       1/1           initBuchMora(sip_sideal*, sip_sideal*, skStrategy*) [81]
[82]     0.0    0.00    0.00       1         initSL(sip_sideal*, sip_sideal*, skStrategy*) [82]
                0.00    0.00       1/1           ndIsUnit(snumber*, n_Procs_s*) [83]
                0.00    0.00       8/1189        p_Norm(spolyrec*, ip_sring*) [48]
                0.00    0.00       7/72715       posInL110(sLObject*, int, sLObject*, skStrategy*) [46]
                0.00    0.00       8/7200161     p_GetShortExpVector(spolyrec*, ip_sring*) [21]
                0.00    0.00       8/1190        initEcartBBA(sLObject*) [85]
                0.00    0.00       1/4           idInit(int, int) [120]
                0.00    0.00       8/72716       enterL(sLObject**, int*, int*, sLObject, int) [128]
                0.00    0.00       2/2           _omAlloc0 [707]
                0.00    0.00       1/1           _omAlloc [797]
-----------------------------------------------
                0.00    0.00       1/1           initSL(sip_sideal*, sip_sideal*, skStrategy*) [82]
[83]     0.0    0.00    0.00       1         ndIsUnit(snumber*, n_Procs_s*) [83]
                0.00    0.00       1/53          npIsZero(snumber*, n_Procs_s*) [59]
-----------------------------------------------
                0.00    0.00    6754/58616       chainCritNormal(spolyrec*, int, skStrategy*) [33]
                0.00    0.00   51862/58616       enterOnePairNormal(int, spolyrec*, int, int, skStrategy*, int) [26]
[84]     0.0    0.00    0.00   58616         deleteInL(sLObject*, int*, int, skStrategy*) [84]
                0.00    0.00    4391/6876988     omFreeToPageFault [28]
                0.00    0.00   58616/690953      posInL17_c(sLObject*, int, sLObject*, skStrategy*) [619]
-----------------------------------------------
                0.00    0.00       8/1190        initSL(sip_sideal*, sip_sideal*, skStrategy*) [82]
                0.00    0.00    1182/1190        bba(sip_sideal*, sip_sideal*, intvec*, intvec*, skStrategy*, int) [12]
[85]     0.0    0.00    0.00    1190         initEcartBBA(sLObject*) [85]
                0.00    0.00    1190/68071       p_Deg(spolyrec*, ip_sring*) [57]
-----------------------------------------------
                0.00    0.00    2696/2696        redtailBba(sLObject*, int, skStrategy*, int, int) [19]
[86]     0.0    0.00    0.00    2696         p_LmInit(spolyrec*, ip_sring*, ip_sring*, omBin_s*) [86]
                0.00    0.00    2696/1574676     p_Setm_TotalDegree(spolyrec*, ip_sring*) [42]
                0.00    0.00      19/6867709     omAllocBinFromFullPage [27]
-----------------------------------------------
                0.00    0.00    1182/1182        redtailBba(sLObject*, int, skStrategy*, int, int) [19]
[87]     0.0    0.00    0.00    1182         posInT15(sTObject*, int, sLObject&) [87]
                0.00    0.00    1182/8208        kBucketCreate(ip_sring*) [79]
                0.00    0.00    1182/8208        kBucketInit(kBucket*, spolyrec*, int) [628]
-----------------------------------------------
                0.00    0.00       1/712016      initBuchMora(sip_sideal*, sip_sideal*, skStrategy*) [81]
                0.00    0.00       8/712016      kStratChangeTailRing(skStrategy*, sLObject*, sTObject*, unsigned long) [71]
                0.00    0.00   14036/712016      kCheckSpolyCreation(sLObject*, skStrategy*, spolyrec*&, spolyrec*&) [45]
                0.00    0.00  697971/712016      enterOnePairNormal(int, spolyrec*, int, int, skStrategy*, int) [26]
[88]     0.0    0.00    0.00  712016         p_Init(ip_sring*, omBin_s*) [88]
                0.00    0.00     638/6867709     omAllocBinFromFullPage [27]
-----------------------------------------------
                0.00    0.00       8/8           id_HomIdeal(sip_sideal*, sip_sideal*, ip_sring*) [90]
[89]     0.0    0.00    0.00       8         p_IsHomogeneous(spolyrec*, ip_sring*) [89]
                0.00    0.00      66/68071       p_Deg(spolyrec*, ip_sring*) [57]
-----------------------------------------------
                0.00    0.00       1/1           kStd(sip_sideal*, sip_sideal*, tHomog, intvec**, intvec*, int, int, intvec*, int) [11]
[90]     0.0    0.00    0.00       1         id_HomIdeal(sip_sideal*, sip_sideal*, ip_sring*) [90]
                0.00    0.00       8/8           p_IsHomogeneous(spolyrec*, ip_sring*) [89]
-----------------------------------------------
                0.00    0.00    7018/7018        ksCreateSpoly(sLObject*, spolyrec*, int, ip_sring*, spolyrec*, spolyrec*, sTObject**) [32]
[91]     0.0    0.00    0.00    7018         ksCheckCoeff(snumber**, snumber**, n_Procs_s*) [91]
                0.00    0.00    7018/7778612     ndDelete(snumber**, n_Procs_s*) [55]
                0.00    0.00   21054/6792709     npIsOne(snumber*, n_Procs_s*) [615]
                0.00    0.00   14036/14036       ndCopy(snumber*, n_Procs_s*) [627]
                0.00    0.00    7018/319882      npInit(long, n_Procs_s*) [621]
                0.00    0.00    7018/7018        ndGcd(snumber*, snumber*, n_Procs_s*) [629]
-----------------------------------------------
                0.00    0.00       9/225         std::_Rb_tree<ray, ray, std::_Identity<ray>, std::less<ray>, std::allocator<ray> >::_M_insert_unique(ray const&) [99]
                0.00    0.00      36/225         edge::edge(edge const&) [97]
                0.00    0.00      36/225         std::_Rb_tree<edge, edge, std::_Identity<edge>, std::less<edge>, std::allocator<edge> >::_M_insert_unique(edge const&) [96]
                0.00    0.00     144/225         edge::edge(ray const&, ray const&) [94]
[92]     0.0    0.00    0.00     225         ray::ray(ray const&) [92]
                0.00    0.00     225/225         std::_Rb_tree<constraint, constraint, std::_Identity<constraint>, std::less<constraint>, std::allocator<constraint> >::_M_copy(std::_Rb_tree_node<constraint> const*, std::_Rb_tree_node<constraint>*) [93]
                0.00    0.00      10/6867709     omAllocBinFromFullPage [27]
                0.00    0.00     225/3391        operator new[](unsigned long) [631]
-----------------------------------------------
                                1250             std::_Rb_tree<constraint, constraint, std::_Identity<constraint>, std::less<constraint>, std::allocator<constraint> >::_M_copy(std::_Rb_tree_node<constraint> const*, std::_Rb_tree_node<constraint>*) [93]
                0.00    0.00     225/225         ray::ray(ray const&) [92]
[93]     0.0    0.00    0.00     225+1250    std::_Rb_tree<constraint, constraint, std::_Identity<constraint>, std::less<constraint>, std::allocator<constraint> >::_M_copy(std::_Rb_tree_node<constraint> const*, std::_Rb_tree_node<constraint>*) [93]
                0.00    0.00    2925/3066        constraint::constraint(constraint const&) [95]
                0.00    0.00      52/6867709     omAllocBinFromFullPage [27]
                0.00    0.00    2925/3098        operator new(unsigned long) [634]
                                1250             std::_Rb_tree<constraint, constraint, std::_Identity<constraint>, std::less<constraint>, std::allocator<constraint> >::_M_copy(std::_Rb_tree_node<constraint> const*, std::_Rb_tree_node<constraint>*) [93]
-----------------------------------------------
                0.00    0.00      72/72          skeleton::common_initialization(unsigned long) [70]
[94]     0.0    0.00    0.00      72         edge::edge(ray const&, ray const&) [94]
                0.00    0.00     144/225         ray::ray(ray const&) [92]
                0.00    0.00      72/1217        operator<(ray const&, ray const&) [635]
-----------------------------------------------
                0.00    0.00       4/3066        skeleton::common_initialization(unsigned long) [70]
                0.00    0.00      20/3066        std::vector<constraint, std::allocator<constraint> >::_M_insert_aux(__gnu_cxx::__normal_iterator<constraint*, std::vector<constraint, std::allocator<constraint> > >, constraint const&) [129]
                0.00    0.00     117/3066        std::_Rb_tree<constraint, constraint, std::_Identity<constraint>, std::less<constraint>, std::allocator<constraint> >::_M_insert_unique(constraint const&) [105]
                0.00    0.00    2925/3066        std::_Rb_tree<constraint, constraint, std::_Identity<constraint>, std::less<constraint>, std::allocator<constraint> >::_M_copy(std::_Rb_tree_node<constraint> const*, std::_Rb_tree_node<constraint>*) [93]
[95]     0.0    0.00    0.00    3066         constraint::constraint(constraint const&) [95]
                0.00    0.00      76/6867709     omAllocBinFromFullPage [27]
                0.00    0.00    3066/3391        operator new[](unsigned long) [631]
-----------------------------------------------
                0.00    0.00      72/72          skeleton::common_initialization(unsigned long) [70]
[96]     0.0    0.00    0.00      72         std::_Rb_tree<edge, edge, std::_Identity<edge>, std::less<edge>, std::allocator<edge> >::_M_insert_unique(edge const&) [96]
